Completed training for unit_2=32, dropout=0.1, dense_units=16, batch_size=16, epochs=25, training_error_rate=0.0003123246133327484, training_accuracy=0.007201444823294878, testing_error_rate=2.890134601329919e-05, testing_accuracy=0.003915649838745594
Completed training for window=15, unit=32, dropout=0.1, dense_units=32, batch_size=32, epochs=200, training_error_rate=0.0003046489437110722, training_accuracy=0.007103553507477045, testing_error_rate=3.964932693634182e-05, testing_accuracy=0.004612855613231659, MASE: 1.757097840309143
Completed training for window=15, unit=32, dropout=0.1, dense_units=32, batch_size=64, epochs=50, training_error_rate=0.000479189824545756, training_accuracy=0.008427430875599384, testing_error_rate=5.5081563914427534e-05, testing_accuracy=0.005335931666195393, MASE: 1.996315598487854
Completed training for window=15, unit=32, dropout=0.1, dense_units=32, batch_size=64, epochs=100, training_error_rate=0.0004971285234205425, training_accuracy=0.008485930040478706, testing_error_rate=4.974816329195164e-05, testing_accuracy=0.0051428936421871185, MASE: 2.023756742477417
Completed training for window=15, unit=32, dropout=0.1, dense_units=32, batch_size=64, epochs=200, training_error_rate=0.0005221122992224991, training_accuracy=0.008626841008663177, testing_error_rate=5.384389078244567e-05, testing_accuracy=0.005340947769582272, MASE: 2.047682523727417
Completed training for window=15, unit=32, dropout=0.2, dense_units=16, batch_size=16, epochs=50, training_error_rate=0.0002718047471717, training_accuracy=0.0071223219856619835, testing_error_rate=3.3944452297873795e-05, testing_accuracy=0.004299591761082411, MASE: 1.6225802898406982
Completed training for window=15, unit=32, dropout=0.2, dense_units=16, batch_size=16, epochs=100, training_error_rate=0.00026378355687484145, training_accuracy=0.006790447048842907, testing_error_rate=2.9163613362470642e-05, testing_accuracy=0.003953378647565842, MASE: 1.6043200492858887
Completed training for window=15, unit=32, dropout=0.2, dense_units=16, batch_size=16, epochs=200, training_error_rate=0.0002828086435329169, training_accuracy=0.007357804570347071, testing_error_rate=3.447838389547542e-05, testing_accuracy=0.004311464261263609, MASE: 1.6842411756515503
Completed training for window=15, unit=32, dropout=0.2, dense_units=16, batch_size=32, epochs=50, training_error_rate=0.00045943440636619925, training_accuracy=0.0097418911755085, testing_error_rate=4.939333666698076e-05, testing_accuracy=0.005070976912975311, MASE: 2.0220096111297607
Completed training for window=15, unit=32, dropout=0.2, dense_units=16, batch_size=32, epochs=100, training_error_rate=0.0003684246330522001, training_accuracy=0.008080452680587769, testing_error_rate=4.5716245949734e-05, testing_accuracy=0.004942817613482475, MASE: 1.8403476476669312
Completed training for window=15, unit=32, dropout=0.2, dense_units=16, batch_size=32, epochs=200, training_error_rate=0.0004285604227334261, training_accuracy=0.009175701066851616, testing_error_rate=5.417930515250191e-05, testing_accuracy=0.00547263165935874, MASE: 2.0295517444610596
Completed training for window=15, unit=32, dropout=0.2, dense_units=16, batch_size=64, epochs=50, training_error_rate=0.0005609116633422673, training_accuracy=0.009211651049554348, testing_error_rate=6.221204239409417e-05, testing_accuracy=0.005803405772894621, MASE: 2.1829206943511963
Completed training for window=15, unit=32, dropout=0.2, dense_units=16, batch_size=64, epochs=100, training_error_rate=0.0004910213174298406, training_accuracy=0.008808341808617115, testing_error_rate=4.7919606004143134e-05, testing_accuracy=0.005037447437644005, MASE: 2.0321643352508545
Completed training for window=15, unit=32, dropout=0.2, dense_units=16, batch_size=64, epochs=200, training_error_rate=0.0005433725891634822, training_accuracy=0.009533341974020004, testing_error_rate=5.755466190748848e-05, testing_accuracy=0.005769661162048578, MASE: 2.223306179046631
Completed training for window=15, unit=32, dropout=0.2, dense_units=32, batch_size=16, epochs=50, training_error_rate=0.0002855218481272459, training_accuracy=0.006916656158864498, testing_error_rate=3.713483238243498e-05, testing_accuracy=0.00457603856921196, MASE: 1.6749051809310913
Completed training for window=15, unit=32, dropout=0.2, dense_units=32, batch_size=16, epochs=100, training_error_rate=0.00026117858942598104, training_accuracy=0.007108320016413927, testing_error_rate=2.458113885950297e-05, testing_accuracy=0.0036176310386508703, MASE: 1.5419633388519287
Completed training for window=15, unit=32, dropout=0.2, dense_units=32, batch_size=16, epochs=200, training_error_rate=0.0002946356253232807, training_accuracy=0.007548975292593241, testing_error_rate=2.9824448574800044e-05, testing_accuracy=0.0039786542765796185, MASE: 1.5528608560562134
Completed training for window=15, unit=32, dropout=0.2, dense_units=32, batch_size=32, epochs=50, training_error_rate=0.00043054777779616416, training_accuracy=0.008381555788218975, testing_error_rate=5.138648339197971e-05, testing_accuracy=0.005276083946228027, MASE: 1.9062635898590088
Completed training for window=15, unit=32, dropout=0.2, dense_units=32, batch_size=32, epochs=100, training_error_rate=0.0003584331425372511, training_accuracy=0.008022376336157322, testing_error_rate=4.117696880712174e-05, testing_accuracy=0.0046575372107326984, MASE: 1.7448911666870117
Completed training for window=15, unit=32, dropout=0.2, dense_units=32, batch_size=32, epochs=200, training_error_rate=0.0003681476227939129, training_accuracy=0.007825090549886227, testing_error_rate=4.192943742964417e-05, testing_accuracy=0.004808428697288036, MASE: 1.9190560579299927
Completed training for window=15, unit=32, dropout=0.2, dense_units=32, batch_size=64, epochs=50, training_error_rate=0.0005825431435368955, training_accuracy=0.009660041891038418, testing_error_rate=5.112597136758268e-05, testing_accuracy=0.005271035246551037, MASE: 2.2041971683502197
Completed training for window=15, unit=32, dropout=0.2, dense_units=32, batch_size=64, epochs=100, training_error_rate=0.0006953527918085456, training_accuracy=0.01081404834985733, testing_error_rate=5.745865564676933e-05, testing_accuracy=0.005769738927483559, MASE: 2.485889434814453
Completed training for window=15, unit=32, dropout=0.2, dense_units=32, batch_size=64, epochs=200, training_error_rate=0.0005376129993237555, training_accuracy=0.009319796226918697, testing_error_rate=5.653760308632627e-05, testing_accuracy=0.005521250888705254, MASE: 2.1289210319519043
Completed training for window=15, unit=32, dropout=0.3, dense_units=16, batch_size=16, epochs=50, training_error_rate=0.0003999334294348955, training_accuracy=0.01025766134262085, testing_error_rate=4.0675637137610465e-05, testing_accuracy=0.0046300506219267845, MASE: 1.7530046701431274
Completed training for window=15, unit=32, dropout=0.3, dense_units=16, batch_size=16, epochs=100, training_error_rate=0.0003320050018373877, training_accuracy=0.008257491514086723, testing_error_rate=3.683055183500983e-05, testing_accuracy=0.004410746041685343, MASE: 1.7877576351165771
Completed training for window=15, unit=32, dropout=0.3, dense_units=16, batch_size=16, epochs=200, training_error_rate=0.0004078711790498346, training_accuracy=0.009411470964550972, testing_error_rate=4.229971091262996e-05, testing_accuracy=0.0048586525954306126, MASE: 1.7753467559814453
Completed training for window=15, unit=32, dropout=0.3, dense_units=16, batch_size=32, epochs=50, training_error_rate=0.0004696339019574225, training_accuracy=0.009397801011800766, testing_error_rate=4.902350701740943e-05, testing_accuracy=0.005032809916883707, MASE: 2.0088348388671875
Completed training for window=15, unit=32, dropout=0.3, dense_units=16, batch_size=32, epochs=100, training_error_rate=0.0004009898111689836, training_accuracy=0.009173382073640823, testing_error_rate=4.573882688418962e-05, testing_accuracy=0.004995110910385847, MASE: 1.9148011207580566
Completed training for window=15, unit=32, dropout=0.3, dense_units=16, batch_size=32, epochs=200, training_error_rate=0.0004685419553425163, training_accuracy=0.009659291245043278, testing_error_rate=5.37765517947264e-05, testing_accuracy=0.005418595392256975, MASE: 2.0823662281036377
Completed training for window=15, unit=32, dropout=0.3, dense_units=16, batch_size=64, epochs=50, training_error_rate=0.0006565383519046009, training_accuracy=0.010778413154184818, testing_error_rate=5.998171400278807e-05, testing_accuracy=0.005725732073187828, MASE: 2.289083957672119
Completed training for window=15, unit=32, dropout=0.3, dense_units=16, batch_size=64, epochs=100, training_error_rate=0.000656001444440335, training_accuracy=0.010886618867516518, testing_error_rate=5.581659570452757e-05, testing_accuracy=0.005431064870208502, MASE: 2.359480619430542
Completed training for window=15, unit=32, dropout=0.3, dense_units=16, batch_size=64, epochs=200, training_error_rate=0.0005774815799668431, training_accuracy=0.009895632974803448, testing_error_rate=5.519557817024179e-05, testing_accuracy=0.0054440866224467754, MASE: 2.2896921634674072
Completed training for window=15, unit=32, dropout=0.3, dense_units=32, batch_size=16, epochs=50, training_error_rate=0.12347296625375748, training_accuracy=0.23584096133708954, testing_error_rate=0.04210957512259483, testing_accuracy=0.19777828454971313, MASE: 26.746389389038086
Completed training for window=15, unit=32, dropout=0.3, dense_units=32, batch_size=16, epochs=100, training_error_rate=0.00034480905742384493, training_accuracy=0.00861311610788107, testing_error_rate=3.698944783536717e-05, testing_accuracy=0.004522188100963831, MASE: 1.9042330980300903
Completed training for window=15, unit=32, dropout=0.3, dense_units=32, batch_size=16, epochs=200, training_error_rate=0.0003252760216128081, training_accuracy=0.009055111557245255, testing_error_rate=3.137045860057697e-05, testing_accuracy=0.004074335563927889, MASE: 1.6357829570770264
Completed training for window=15, unit=32, dropout=0.3, dense_units=32, batch_size=32, epochs=50, training_error_rate=0.000939686840865761, training_accuracy=0.01220641564577818, testing_error_rate=6.413760274881497e-05, testing_accuracy=0.006029866635799408, MASE: 2.848047971725464
Completed training for window=15, unit=32, dropout=0.3, dense_units=32, batch_size=32, epochs=100, training_error_rate=0.0005108059267513454, training_accuracy=0.010403581894934177, testing_error_rate=5.045043508289382e-05, testing_accuracy=0.005231764633208513, MASE: 1.9946233034133911
Completed training for window=15, unit=32, dropout=0.3, dense_units=32, batch_size=32, epochs=200, training_error_rate=0.000520535686518997, training_accuracy=0.009809842333197594, testing_error_rate=5.310881169862114e-05, testing_accuracy=0.005336450412869453, MASE: 2.0098676681518555
Completed training for window=15, unit=32, dropout=0.3, dense_units=32, batch_size=64, epochs=50, training_error_rate=0.0005861746612936258, training_accuracy=0.010568185709416866, testing_error_rate=6.182963988976553e-05, testing_accuracy=0.005816759075969458, MASE: 2.205967426300049
Completed training for window=15, unit=32, dropout=0.3, dense_units=32, batch_size=64, epochs=100, training_error_rate=0.0006652044248767197, training_accuracy=0.01088104210793972, testing_error_rate=5.385720214690082e-05, testing_accuracy=0.005542006343603134, MASE: 2.342698097229004
Completed training for window=15, unit=32, dropout=0.3, dense_units=32, batch_size=64, epochs=200, training_error_rate=0.0006498195580206811, training_accuracy=0.011049735359847546, testing_error_rate=5.7070457842200994e-05, testing_accuracy=0.005692856386303902, MASE: 2.34555983543396
Completed training for window=15, unit=64, dropout=0.1, dense_units=16, batch_size=16, epochs=50, training_error_rate=0.00024368661979679018, training_accuracy=0.006161471828818321, testing_error_rate=2.7772452085628174e-05, testing_accuracy=0.003817521035671234, MASE: 1.4907070398330688
Completed training for window=15, unit=64, dropout=0.1, dense_units=16, batch_size=16, epochs=100, training_error_rate=0.00024506819318048656, training_accuracy=0.006073898635804653, testing_error_rate=2.6039400836452842e-05, testing_accuracy=0.0037642589304596186, MASE: 1.4552453756332397
Completed training for window=15, unit=64, dropout=0.1, dense_units=16, batch_size=16, epochs=200, training_error_rate=0.00023739974130876362, training_accuracy=0.0057731857523322105, testing_error_rate=2.7299578505335376e-05, testing_accuracy=0.00380037073045969, MASE: 1.450412631034851
Completed training for window=15, unit=64, dropout=0.1, dense_units=16, batch_size=32, epochs=50, training_error_rate=0.00025907770032063127, training_accuracy=0.006291339173913002, testing_error_rate=3.275839480920695e-05, testing_accuracy=0.004211027175188065, MASE: 1.5660394430160522
Completed training for window=15, unit=64, dropout=0.1, dense_units=16, batch_size=32, epochs=100, training_error_rate=0.0002798167406581342, training_accuracy=0.007187556009739637, testing_error_rate=3.6179299058858305e-05, testing_accuracy=0.004430591594427824, MASE: 1.7030715942382812
Completed training for window=15, unit=64, dropout=0.1, dense_units=16, batch_size=32, epochs=200, training_error_rate=0.00025254813954234123, training_accuracy=0.006254173815250397, testing_error_rate=3.134791040793061e-05, testing_accuracy=0.00413239561021328, MASE: 1.5521043539047241
Completed training for window=15, unit=64, dropout=0.1, dense_units=16, batch_size=64, epochs=50, training_error_rate=0.0003053629770874977, training_accuracy=0.007122882641851902, testing_error_rate=4.057759724673815e-05, testing_accuracy=0.004577056970447302, MASE: 1.7319523096084595
Completed training for window=15, unit=64, dropout=0.1, dense_units=16, batch_size=64, epochs=100, training_error_rate=0.12347296625375748, training_accuracy=0.23584096133708954, testing_error_rate=0.04210957512259483, testing_accuracy=0.19777828454971313, MASE: 26.746389389038086
Completed training for window=15, unit=64, dropout=0.1, dense_units=16, batch_size=64, epochs=200, training_error_rate=0.00027727228007279336, training_accuracy=0.006430079694837332, testing_error_rate=3.789929542108439e-05, testing_accuracy=0.004556239116936922, MASE: 1.5444098711013794
Completed training for window=15, unit=64, dropout=0.1, dense_units=32, batch_size=16, epochs=50, training_error_rate=0.0002306683745700866, training_accuracy=0.005442589987069368, testing_error_rate=2.419166594336275e-05, testing_accuracy=0.0035738260485231876, MASE: 1.3652617931365967
Completed training for window=15, unit=64, dropout=0.1, dense_units=32, batch_size=16, epochs=100, training_error_rate=0.00022994303435552865, training_accuracy=0.005476523656398058, testing_error_rate=2.2342675947584212e-05, testing_accuracy=0.003415455808863044, MASE: 1.3333524465560913
Completed training for window=15, unit=64, dropout=0.1, dense_units=32, batch_size=16, epochs=200, training_error_rate=0.00023476235219277442, training_accuracy=0.005692418199032545, testing_error_rate=2.4936478439485654e-05, testing_accuracy=0.0036230396945029497, MASE: 1.3904391527175903
Completed training for window=15, unit=64, dropout=0.1, dense_units=32, batch_size=32, epochs=50, training_error_rate=0.00024910469073802233, training_accuracy=0.006120688747614622, testing_error_rate=3.0916809919290245e-05, testing_accuracy=0.004052881617099047, MASE: 1.5271494388580322
Completed training for window=15, unit=64, dropout=0.1, dense_units=32, batch_size=32, epochs=100, training_error_rate=0.0002645989297889173, training_accuracy=0.006417263299226761, testing_error_rate=3.428682975936681e-05, testing_accuracy=0.004254922736436129, MASE: 1.5947930812835693
Completed training for window=15, unit=64, dropout=0.1, dense_units=32, batch_size=32, epochs=200, training_error_rate=0.0002425891871098429, training_accuracy=0.0059219119139015675, testing_error_rate=2.7698577468981966e-05, testing_accuracy=0.0038065810222178698, MASE: 1.478090763092041
Completed training for window=15, unit=64, dropout=0.1, dense_units=32, batch_size=64, epochs=50, training_error_rate=0.00038236312684603035, training_accuracy=0.007721804082393646, testing_error_rate=4.548723518382758e-05, testing_accuracy=0.004912892356514931, MASE: 1.9046989679336548
Completed training for window=15, unit=64, dropout=0.1, dense_units=32, batch_size=64, epochs=100, training_error_rate=0.00039811665192246437, training_accuracy=0.007971861399710178, testing_error_rate=5.1021863328060135e-05, testing_accuracy=0.005184536799788475, MASE: 1.91547429561615
Completed training for window=15, unit=64, dropout=0.1, dense_units=32, batch_size=64, epochs=200, training_error_rate=0.00031911846599541605, training_accuracy=0.006954116281121969, testing_error_rate=3.922069299733266e-05, testing_accuracy=0.004601589869707823, MASE: 1.6944564580917358
Completed training for window=15, unit=64, dropout=0.2, dense_units=16, batch_size=16, epochs=50, training_error_rate=0.0002456436341162771, training_accuracy=0.006246228702366352, testing_error_rate=2.5147501219180413e-05, testing_accuracy=0.003645926248282194, MASE: 1.4534568786621094
Completed training for window=15, unit=64, dropout=0.2, dense_units=16, batch_size=16, epochs=100, training_error_rate=0.0002372668095631525, training_accuracy=0.006144490092992783, testing_error_rate=2.266230330860708e-05, testing_accuracy=0.003451169468462467, MASE: 1.3398069143295288
Completed training for window=15, unit=64, dropout=0.2, dense_units=16, batch_size=16, epochs=200, training_error_rate=0.00023554284416604787, training_accuracy=0.005936828907579184, testing_error_rate=2.369171124882996e-05, testing_accuracy=0.0035565916914492846, MASE: 1.3446191549301147
Completed training for window=15, unit=64, dropout=0.2, dense_units=16, batch_size=32, epochs=50, training_error_rate=0.00028830720111727715, training_accuracy=0.007246813736855984, testing_error_rate=4.076170807820745e-05, testing_accuracy=0.0046463338658213615, MASE: 1.7018482685089111
Completed training for window=15, unit=64, dropout=0.2, dense_units=16, batch_size=32, epochs=100, training_error_rate=0.00025688877212814987, training_accuracy=0.006581500638276339, testing_error_rate=3.353380088810809e-05, testing_accuracy=0.0042232791893184185, MASE: 1.5932399034500122
Completed training for window=15, unit=64, dropout=0.2, dense_units=16, batch_size=32, epochs=200, training_error_rate=0.00028089439729228616, training_accuracy=0.007157034706324339, testing_error_rate=3.788355752476491e-05, testing_accuracy=0.004492027685046196, MASE: 1.6596219539642334
Completed training for window=15, unit=64, dropout=0.2, dense_units=16, batch_size=64, epochs=50, training_error_rate=0.000360906618880108, training_accuracy=0.007764686830341816, testing_error_rate=4.643168722395785e-05, testing_accuracy=0.004908472765237093, MASE: 1.8404428958892822
Completed training for window=15, unit=64, dropout=0.2, dense_units=16, batch_size=64, epochs=100, training_error_rate=0.0003578652977012098, training_accuracy=0.00785699300467968, testing_error_rate=4.662463834392838e-05, testing_accuracy=0.004932398442178965, MASE: 1.7952122688293457
Completed training for window=15, unit=64, dropout=0.2, dense_units=16, batch_size=64, epochs=200, training_error_rate=0.0003950927057303488, training_accuracy=0.007801856845617294, testing_error_rate=4.651749259210192e-05, testing_accuracy=0.005006393883377314, MASE: 1.8659464120864868
Completed training for window=15, unit=64, dropout=0.2, dense_units=32, batch_size=16, epochs=50, training_error_rate=0.00023932117619551718, training_accuracy=0.0061172908172011375, testing_error_rate=2.4412365746684372e-05, testing_accuracy=0.0036243728827685118, MASE: 1.3936636447906494
Completed training for window=15, unit=64, dropout=0.2, dense_units=32, batch_size=16, epochs=100, training_error_rate=0.00023707600485067815, training_accuracy=0.006012616213411093, testing_error_rate=2.4114518964779563e-05, testing_accuracy=0.0035976176150143147, MASE: 1.375441551208496
Completed training for window=15, unit=64, dropout=0.2, dense_units=32, batch_size=16, epochs=200, training_error_rate=0.00024214475706685334, training_accuracy=0.006209932267665863, testing_error_rate=2.5511531930533238e-05, testing_accuracy=0.003688851371407509, MASE: 1.438871145248413
Completed training for window=15, unit=64, dropout=0.2, dense_units=32, batch_size=32, epochs=50, training_error_rate=0.0002894371864385903, training_accuracy=0.007128981873393059, testing_error_rate=3.822126745944843e-05, testing_accuracy=0.004523981362581253, MASE: 1.673122525215149
Completed training for window=15, unit=64, dropout=0.2, dense_units=32, batch_size=32, epochs=100, training_error_rate=0.0002632919349707663, training_accuracy=0.00672522559762001, testing_error_rate=2.9466013074852526e-05, testing_accuracy=0.003937550354748964, MASE: 1.5685782432556152
Completed training for window=15, unit=64, dropout=0.2, dense_units=32, batch_size=32, epochs=200, training_error_rate=0.00024800942628644407, training_accuracy=0.006273356731981039, testing_error_rate=2.9966839065309614e-05, testing_accuracy=0.003990550059825182, MASE: 1.4965029954910278
Completed training for window=15, unit=64, dropout=0.2, dense_units=32, batch_size=64, epochs=50, training_error_rate=0.00034251544275321066, training_accuracy=0.0077858297154307365, testing_error_rate=4.511384395300411e-05, testing_accuracy=0.004837715998291969, MASE: 1.8544189929962158
Completed training for window=15, unit=64, dropout=0.2, dense_units=32, batch_size=64, epochs=100, training_error_rate=0.0003543493803590536, training_accuracy=0.00771702453494072, testing_error_rate=4.6649540308862925e-05, testing_accuracy=0.0049935863353312016, MASE: 1.883283257484436
Completed training for window=15, unit=64, dropout=0.2, dense_units=32, batch_size=64, epochs=200, training_error_rate=0.0003972011327277869, training_accuracy=0.007846451364457607, testing_error_rate=4.6769226173637435e-05, testing_accuracy=0.005002507474273443, MASE: 1.8931342363357544
Completed training for window=15, unit=64, dropout=0.3, dense_units=16, batch_size=16, epochs=50, training_error_rate=0.0002607051865197718, training_accuracy=0.00687575526535511, testing_error_rate=2.7828533347928897e-05, testing_accuracy=0.003870841348543763, MASE: 1.5175211429595947
Completed training for window=15, unit=64, dropout=0.3, dense_units=16, batch_size=16, epochs=100, training_error_rate=0.00024956194101832807, training_accuracy=0.006274813320487738, testing_error_rate=2.9160306439734995e-05, testing_accuracy=0.00396618852391839, MASE: 1.43916654586792
Completed training for window=15, unit=64, dropout=0.3, dense_units=16, batch_size=16, epochs=200, training_error_rate=0.00025823304895311594, training_accuracy=0.006830336060374975, testing_error_rate=2.4710076104383916e-05, testing_accuracy=0.003600211814045906, MASE: 1.3764846324920654
Completed training for window=15, unit=64, dropout=0.3, dense_units=16, batch_size=32, epochs=50, training_error_rate=0.0002831369638442993, training_accuracy=0.007232996169477701, testing_error_rate=3.625627141445875e-05, testing_accuracy=0.004364801570773125, MASE: 1.68309485912323
Completed training for window=15, unit=64, dropout=0.3, dense_units=16, batch_size=32, epochs=100, training_error_rate=0.00026337141753174365, training_accuracy=0.006690388545393944, testing_error_rate=3.5813434806186706e-05, testing_accuracy=0.004426632076501846, MASE: 1.575750708580017
Completed training for window=15, unit=64, dropout=0.3, dense_units=16, batch_size=32, epochs=200, training_error_rate=0.000272907258477062, training_accuracy=0.00704188272356987, testing_error_rate=3.239340367144905e-05, testing_accuracy=0.004119439050555229, MASE: 1.6018601655960083
Completed training for window=15, unit=64, dropout=0.3, dense_units=16, batch_size=64, epochs=50, training_error_rate=0.0005010544555261731, training_accuracy=0.00905014667659998, testing_error_rate=5.7317298342240974e-05, testing_accuracy=0.005547851324081421, MASE: 2.0854241847991943
Completed training for window=15, unit=64, dropout=0.3, dense_units=16, batch_size=64, epochs=100, training_error_rate=0.0004479788476601243, training_accuracy=0.008508821949362755, testing_error_rate=5.376662011258304e-05, testing_accuracy=0.0053132991306483746, MASE: 1.9872519969940186
Completed training for window=15, unit=64, dropout=0.3, dense_units=16, batch_size=64, epochs=200, training_error_rate=0.000429258361691609, training_accuracy=0.008580797351896763, testing_error_rate=5.0044021918438375e-05, testing_accuracy=0.005184020847082138, MASE: 1.9800187349319458
Completed training for window=15, unit=64, dropout=0.3, dense_units=32, batch_size=16, epochs=50, training_error_rate=0.0002531874633859843, training_accuracy=0.006553039886057377, testing_error_rate=2.667430271685589e-05, testing_accuracy=0.0037518914323300123, MASE: 1.4613677263259888
Completed training for window=15, unit=64, dropout=0.3, dense_units=32, batch_size=16, epochs=100, training_error_rate=0.0002849128795787692, training_accuracy=0.007920159958302975, testing_error_rate=2.6403065930935554e-05, testing_accuracy=0.0037421616725623608, MASE: 1.544661521911621
Completed training for window=15, unit=64, dropout=0.3, dense_units=32, batch_size=16, epochs=200, training_error_rate=0.00031839110306464136, training_accuracy=0.008846327662467957, testing_error_rate=2.6486666683922522e-05, testing_accuracy=0.0037617129273712635, MASE: 1.4439477920532227
Completed training for window=15, unit=64, dropout=0.3, dense_units=32, batch_size=32, epochs=50, training_error_rate=0.0003067521611228585, training_accuracy=0.007506014313548803, testing_error_rate=4.118365905014798e-05, testing_accuracy=0.004664801526814699, MASE: 1.717934012413025
Completed training for window=15, unit=64, dropout=0.3, dense_units=32, batch_size=32, epochs=100, training_error_rate=0.00029953772900626063, training_accuracy=0.00750631233677268, testing_error_rate=3.2448035199195147e-05, testing_accuracy=0.004119187127798796, MASE: 1.6410871744155884
Completed training for window=15, unit=64, dropout=0.3, dense_units=32, batch_size=32, epochs=200, training_error_rate=0.00027665396919474006, training_accuracy=0.00709457928314805, testing_error_rate=3.392996950424276e-05, testing_accuracy=0.004204569850116968, MASE: 1.6113831996917725
Completed training for window=15, unit=64, dropout=0.3, dense_units=32, batch_size=64, epochs=50, training_error_rate=0.00044880740460939705, training_accuracy=0.008602416142821312, testing_error_rate=4.936592449666932e-05, testing_accuracy=0.005075689870864153, MASE: 1.99269437789917
Completed training for window=15, unit=64, dropout=0.3, dense_units=32, batch_size=64, epochs=100, training_error_rate=0.0004639234102796763, training_accuracy=0.008526169694960117, testing_error_rate=5.006204446544871e-05, testing_accuracy=0.005128051619976759, MASE: 1.962491750717163
Completed training for window=15, unit=64, dropout=0.3, dense_units=32, batch_size=64, epochs=200, training_error_rate=0.00044269999489188194, training_accuracy=0.008783378638327122, testing_error_rate=5.28842574567534e-05, testing_accuracy=0.005385774653404951, MASE: 2.0492002964019775
Completed training for window=30, unit=32, dropout=0.1, dense_units=16, batch_size=16, epochs=50, training_error_rate=0.0002498169196769595, training_accuracy=0.006356826983392239, testing_error_rate=2.8059808755642734e-05, testing_accuracy=0.003938053268939257, MASE: 1.492726445198059
Completed training for window=30, unit=32, dropout=0.1, dense_units=16, batch_size=16, epochs=100, training_error_rate=0.0002458890958223492, training_accuracy=0.006302968133240938, testing_error_rate=2.7221356504014693e-05, testing_accuracy=0.003818486351519823, MASE: 1.447012186050415
Completed training for window=30, unit=32, dropout=0.1, dense_units=16, batch_size=16, epochs=200, training_error_rate=0.00025164088583551347, training_accuracy=0.006493986584246159, testing_error_rate=2.7384117856854573e-05, testing_accuracy=0.003864594968035817, MASE: 1.51909339427948
Completed training for window=30, unit=32, dropout=0.1, dense_units=16, batch_size=32, epochs=50, training_error_rate=0.00032098600058816373, training_accuracy=0.007330544758588076, testing_error_rate=3.441751323407516e-05, testing_accuracy=0.004280658904463053, MASE: 1.7270891666412354
Completed training for window=30, unit=32, dropout=0.1, dense_units=16, batch_size=32, epochs=100, training_error_rate=0.00028568413108587265, training_accuracy=0.006806813646107912, testing_error_rate=3.749589086510241e-05, testing_accuracy=0.004527791403234005, MASE: 1.6617231369018555
Completed training for window=30, unit=32, dropout=0.1, dense_units=16, batch_size=32, epochs=200, training_error_rate=0.0002955820527859032, training_accuracy=0.007149774581193924, testing_error_rate=3.7507194065256044e-05, testing_accuracy=0.004539950285106897, MASE: 1.6931443214416504
Completed training for window=30, unit=32, dropout=0.1, dense_units=16, batch_size=64, epochs=50, training_error_rate=0.0004334211989771575, training_accuracy=0.008328400552272797, testing_error_rate=5.3061296057421714e-05, testing_accuracy=0.005278279073536396, MASE: 2.0201356410980225
Completed training for window=30, unit=32, dropout=0.1, dense_units=16, batch_size=64, epochs=100, training_error_rate=0.00041624464211054146, training_accuracy=0.008186442777514458, testing_error_rate=4.897464168607257e-05, testing_accuracy=0.005240233615040779, MASE: 1.9316633939743042
Completed training for window=30, unit=32, dropout=0.1, dense_units=16, batch_size=64, epochs=200, training_error_rate=0.00038712588138878345, training_accuracy=0.007816636003553867, testing_error_rate=4.53383254352957e-05, testing_accuracy=0.004814807325601578, MASE: 1.8830313682556152
Completed training for window=30, unit=32, dropout=0.1, dense_units=32, batch_size=16, epochs=50, training_error_rate=0.0002506565360818058, training_accuracy=0.00619601970538497, testing_error_rate=3.287507934146561e-05, testing_accuracy=0.004215306602418423, MASE: 1.473903775215149
Completed training for window=30, unit=32, dropout=0.1, dense_units=32, batch_size=16, epochs=100, training_error_rate=0.0002634178090374917, training_accuracy=0.006849002093076706, testing_error_rate=2.7411080736783333e-05, testing_accuracy=0.003862015437334776, MASE: 1.5238784551620483
Completed training for window=30, unit=32, dropout=0.1, dense_units=32, batch_size=16, epochs=200, training_error_rate=0.00024181210028473288, training_accuracy=0.005924771074205637, testing_error_rate=2.5690482289064676e-05, testing_accuracy=0.0036875198129564524, MASE: 1.4270544052124023
Completed training for window=30, unit=32, dropout=0.1, dense_units=32, batch_size=32, epochs=50, training_error_rate=0.0003020042204298079, training_accuracy=0.006958622485399246, testing_error_rate=3.358598405611701e-05, testing_accuracy=0.00423809140920639, MASE: 1.6761395931243896
Completed training for window=30, unit=32, dropout=0.1, dense_units=32, batch_size=32, epochs=100, training_error_rate=0.00032458864734508097, training_accuracy=0.007411851081997156, testing_error_rate=3.537952943588607e-05, testing_accuracy=0.004342920612543821, MASE: 1.7293565273284912
Completed training for window=30, unit=32, dropout=0.1, dense_units=32, batch_size=32, epochs=200, training_error_rate=0.0002891062176786363, training_accuracy=0.006684985477477312, testing_error_rate=3.2622563594486564e-05, testing_accuracy=0.004142214544117451, MASE: 1.6619573831558228
Completed training for window=30, unit=32, dropout=0.1, dense_units=32, batch_size=64, epochs=50, training_error_rate=0.0005303248763084412, training_accuracy=0.008898532949388027, testing_error_rate=5.27634474565275e-05, testing_accuracy=0.005242940969765186, MASE: 2.114483594894409
